  colour--light-orange    0.510803034212  0.506635873792  0.55246025077  0.492180766616  0.51310881647  0.569261234615  0.401279772546  0.500732528  0.438202223301  0.524677050066  0.469243716495  0.449544348571
  colour--light-yellow    0.510809327327  0.506640497066  0.5524553566  0.492181522857  0.513110233141  0.569256809238  0.401279579115  0.500737184554  0.438200369243  0.524679805265  0.469234126658  0.449545473012
       colour--magenta    0.510812055028  0.506638532326  0.55246130843  0.492175427407  0.513110779587  0.569262750398  0.401273920931  0.500740663151  0.438192620487  0.52468459996  0.469229235206  0.449547957622
        colour--orange    0.51081729078  0.506641848411  0.552453619379  0.492174422167  0.513113930615  0.569258674829  0.40127269526  0.50074134809  0.438189557712  0.524688134088  0.469217941112  0.449552767727
          colour--pink    0.510817779072  0.506646076557  0.552449396078  0.492179152322  0.513113360333  0.569248987929  0.401285089451  0.500739979685  0.438196201132  0.524685760593  0.469224697348  0.449552536676
           colour--red    0.5108119519  0.50664024779  0.552456102232  0.492175694574  0.513110300676  0.56925792855  0.401276998947  0.500736969996  0.438195587556  0.524685064925  0.469225267141  0.449550043364
         colour--white    0.510843961616  0.506696824851  0.552471329326  0.492198432525  0.513124297181  0.56925433451  0.401354247035  0.500766469907  0.438269316503  0.524748251869  0.469212651859  0.449602538888
        colour--yellow    0.510815385474  0.506639484778  0.552456586902  0.492174905999  0.513113252683  0.569262792578  0.401273365093  0.500734366251  0.438191700633  0.524685588263  0.469223866197  0.44954867424
             is-approx    0  0  0  0  1  0  0  0  0  0  0  0
      motion--bouncing    0.516490156533  0.503632147387  0.558098780987  0.491496847109  0.517330586088  0.578970688125  0.389383492826  0.502820169794  0.429340861839  0.526214930558  0.468719480257  0.444497750337
      motion--crawling    0.514548666344  0.504674537124  0.556722809788  0.49382331397  0.51664554864  0.57410533907  0.39452845744  0.504085878586  0.433672838137  0.525172033276  0.471199872858  0.446806250261
       motion--running    0.514721283755  0.504535469482  0.556857927983  0.493598631039  0.516681625939  0.574409164275  0.393965564587  0.504143402862  0.433118883758  0.525054222255  0.470964966646  0.446485609096
       motion--swaying    0.514599833351  0.505058866696  0.556480817517  0.494050955923  0.516600422563  0.573650997129  0.395419193323  0.504107511541  0.434517876319  0.525253190966  0.471480998169  0.447385226307
       motion--walking    0.514592076293  0.504602425365  0.556866775487  0.493687046985  0.516659172267  0.574382138197  0.394184395128  0.504005249485  0.433404052174  0.525120670178  0.471118028977  0.446574808796
           size--1.0cm    0.456938555148  0.56817996924  0.436776622693  0.48901327661  0.45410644868  0.434819412603  0.605031193099  0.443195903688  0.595402514994  0.532470235361  0.461003398921  0.543852426754
            size--1.0m    0.456894525426  0.567652995915  0.437081632112  0.488770568276  0.454036083706  0.435422751125  0.603657283286  0.443324627692  0.593938032728  0.53214581424  0.460761457861  0.543291354603
            size--1.5m    0.417909566715  0.285768553963  0.307017343852  0.510910786379  0.494923045589  0.264444984463  0.515033293234  0.568445529205  0.343244485416  0.251136905939  0.643095125508  0.566073538918
            size--10cm    0.456925451006  0.568086958663  0.436841167302  0.488962772412  0.454088199285  0.434930643783  0.604776819527  0.443219683172  0.595132890782  0.532408390153  0.460950610059  0.543739812912
             size--10m    0.456778720122  0.567451590136  0.437536177118  0.488572854188  0.45401581329  0.435914760026  0.60283377955  0.443388424187  0.593230641099  0.532034545777  0.460563405243  0.542881264889
            size--2.0m    0.456779541959  0.567473951918  0.437413441393  0.488589844577  0.453991224143  0.435777139572  0.602979509386  0.443365724828  0.593378834821  0.531993772769  0.460589469293  0.542949291525
             size--20m    0.456794630546  0.567425624713  0.437527796815  0.488575320569  0.454018205729  0.435923534788  0.602789332102  0.443393786284  0.593170559232  0.532017732423  0.460570442913  0.542858422665
            size--3.0m    0.456773012644  0.567452696432  0.437479107936  0.48857398395  0.454001032854  0.43585585483  0.60288434043  0.443370184326  0.593275444385  0.532015124788  0.460561291873  0.542905359874
            size--30cm    0.456896137566  0.568015415565  0.436933472105  0.488908754582  0.454079991209  0.435053356835  0.604535366544  0.443241269176  0.5949162845  0.532358996427  0.46089176385  0.543640719987
           size--5.0cm    0.456942322177  0.568133469171  0.436793056428  0.488995600153  0.454097843146  0.434863388431  0.604925879039  0.443205098569  0.595275744106  0.532443863587  0.460992664116  0.543802021909
            size--5.0m    0.456770991314  0.567457054229  0.437520250716  0.488583018149  0.4540113832  0.435896948797  0.602872508323  0.443382169683  0.593261741311  0.532044071776  0.460569897131  0.542899680547
            size--50cm    0.456910483596  0.567829908947  0.436984785184  0.488855440859  0.454060449308  0.435230760239  0.604120282162  0.443285919002  0.594411611833  0.532264722831  0.460844499678  0.543483981397
        size--infinite    0.45677893603  0.567583982254  0.437622367445  0.488605935883  0.454072036404  0.435881032296  0.603057684453  0.443389695151  0.593560237129  0.53213359577  0.460601668117  0.542977624883
           speed--fast    0.51447388105  0.504924203871  0.556440023649  0.493874899789  0.516494058375  0.573720340397  0.395132761056  0.503979543109  0.434224092985  0.525124205297  0.471279300798  0.447152659232
         speed--medium    0.514521012751  0.504634345699  0.556326560749  0.493947366199  0.516523450258  0.573683234503  0.395042642963  0.504005866965  0.433855267456  0.525105643978  0.471410553523  0.447070356405
           speed--slow    0.514425401296  0.504889176428  0.556510785115  0.493904949036  0.516484662404  0.573707254022  0.395092361109  0.503985290441  0.434242828012  0.525038836445  0.471375072821  0.447093448862
     speed--stationary    0.514612799769  0.504575118077  0.55627187152  0.494060905187  0.516586908102  0.573617372978  0.39506941349  0.504093491584  0.43384721189  0.525098662  0.471545617564  0.447110469577
