              DontCare    0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
                  NULL    0  0  0  0  0  0  0  0  0  0  0  0
         colour--black    0.510844871767  0.50669648313  0.552474338192  0.492196799781  0.51312551811  0.569259121429  0.401347737304  0.500763849176  0.438265511109  0.524751373135  0.469210979681  0.449598777404
          colour--blue    0.510815808035  0.506641824856  0.552455059473  0.492174728874  0.513112670888  0.569260635863  0.401277748316  0.500737164011  0.438194963275  0.524685954736  0.469226596775  0.44955102625
         colour--brown    0.510807340434  0.5066432633  0.552452481887  0.492183391609  0.513107585837  0.569252832294  0.401283585086  0.500735425725  0.438204271112  0.524679770914  0.469233647784  0.449547434478
          colour--cyan    0.510812043448  0.506639940564  0.552457263242  0.492179329131  0.513111034544  0.569256967085  0.401279022163  0.500736109973  0.438198784926  0.524684019466  0.469231869268  0.449548120878
     colour--dark-blue    0.510803544479  0.506638122534  0.552457130301  0.492180053394  0.513108429783  0.569255113939  0.401279659557  0.50073237594  0.438200769761  0.524677216961  0.469236965846  0.449544983537
     colour--dark-cyan    0.510811768482  0.506644449491  0.552448556412  0.492178974821  0.513111582291  0.569251295535  0.401285512738  0.500735313819  0.438199115478  0.524680361741  0.469231022109  0.449551345902
    colour--dark-green    0.510807254535  0.506643017802  0.55245258977  0.492177771936  0.513107184646  0.569252538322  0.401283546537  0.500732710121  0.438202283977  0.524680549776  0.469228716404  0.449549155704
  colour--dark-magenta    0.510801721265  0.506638381691  0.552453458495  0.492183251151  0.513104775411  0.569253465001  0.401281602123  0.500736338495  0.438202764293  0.52467870009  0.46923690262  0.449545631106
      colour--dark-red    0.510808346712  0.506640488099  0.552453646789  0.492179230916  0.513108520597  0.569255291397  0.401281350478  0.500733687642  0.438199189663  0.524680810304  0.469233686703  0.449548432585
   colour--dark-yellow    0.510803930631  0.506640867928  0.552452180404  0.49218124003  0.51310618908  0.569251560155  0.401285893032  0.500736011967  0.43820245242  0.524679777598  0.469233350712  0.449549308559
         colour--green    0.51081132919  0.506638139519  0.552457407123  0.492176288548  0.51311164741  0.569258373357  0.401279659487  0.500736524627  0.438195739859  0.524681479992  0.469232323165  0.44954894136
          colour--grey    0.510832832456  0.506645066279  0.55244179146  0.492205885396  0.513132439561  0.569235553795  0.401310449542  0.50074751759  0.438227878345  0.524700476585  0.469244625015  0.44956853761
    colour--light-blue    0.510804961363  0.506641599824  0.552454071008  0.492181259314  0.513106949662  0.569250709874  0.401284225458  0.500733515028  0.438203493837  0.524681439552  0.469231397558  0.449547628106
    colour--light-cyan    0.51080960179  0.506641489036  0.552451503968  0.492178808918  0.513109994478  0.569254006132  0.401285614969  0.500733313585  0.438201009599  0.524680371312  0.469232891002  0.449551047944
   colour--light-green    0.510814384108  0.506645845979  0.552448623046  0.492177689188  0.513111267441  0.569250785021  0.401283414159  0.500738612986  0.438196555145  0.524681700787  0.469224298429  0.449551309869
  colour--light-magenta    0.510808428601  0.506640859357  0.552452793705  0.492179087052  0.513110146703  0.56925307575  0.40128548014  0.500732914914  0.438202208253  0.524679611436  0.469235217549  0.449549222162
